word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
मंडी भाव,मंडी भाव,ManDiBaB,MDBB,2,14,4,quantity_unit,1,0,0,0.0714,0.0,1,मंडी भाव,core,1,मंडी का (1)
अच्छी पैदावार,अच्छी पैदावार,aCiPeDaBaR,CPDBR,2,14,4,quantity_unit,3,0,0,0.2143,0.0,1,अच्छी पैदावार,core,2,अच्छे पैदावार (1) | अच्छा पैदावार (1)
एक किलो,एक किलो,eKaKiLo,KKL,2,14,4,quantity_unit,8,2,0,0.5714,0.1429,1,एक किलो,core,2,1 किलो (6) | 1.5 किलो (1)
एक सप्ताह,एक सप्ताह,eKaSaPTa,KSPT,2,14,3,quantity_unit,0,0,0,0.0,0.0,1,एक सप्ताह,core,0,
मर जाए,मर जाए,MaRaJae,MRJ,2,14,3,concern,1,0,0,0.0714,0.0,1,मर जाए,core,0,
सूख जाता,सूख जाता,SuKaJaTa,SKJT,2,14,4,concern,1,0,0,0.0714,0.0,1,सूख जाता,core,0,
मंथ,मंथ,ManT,MT,1,14,3,quantity_unit,3,1,0,0.2143,0.0714,1,मंथ,core,1,माह (1)
वजह,वजह,BaJa,BJ,1,14,3,other,3,1,0,0.2143,0.0714,1,वजह,core,2,बचाव (1) | बजाए (1)
ठण्ड,ठण्ड,TaND,TND,1,14,4,concern,14,4,1,1.0,0.2857,1,ठण्ड,core,5,ठंड (9) | हंड (1) | भांग रोधक (1) | खांना (1) | साल (1)
नियम,नियम,NiYaM,NYM,1,14,3,activity_method,5,4,2,0.3571,0.2857,1,नियम,core,3,नेम (1) | नील (1) | समय (1)
एव,एव,eB,B,1,14,4,concern,14,9,1,1.0,0.6429,1,एव,core,8,ऐब (5) | अब (2) | ब्लड (1) | आग (1) | आते हैं (1) | भी (1) | एप (1) | आई (1)
लास्ट,लास्ट,LaST,LST,1,14,3,other,0,0,0,0.0,0.0,1,लास्ट,core,0,
टूसा,टूसा,TuSa,TS,1,14,4,concern,10,1,0,0.7143,0.0714,1,टूसा,core,5,टूस (4) | टुसा (1) | टोसा (1) | पत्ते (1) | टोसे (1)
दो बार,दो बार,DoBaR,DBR,2,14,4,quantity_unit,1,0,0,0.0714,0.0,1,दो बार,core,0,
मिर्चाइ,मिर्चाइ,MiRCai,MRC,1,14,4,crop,14,7,2,1.0,0.5,1,मिर्चाइ,core,7,चाय (3) | मिचाई (3) | मिर्च आए (2) | शिक्षा (1) | मिर्च (1) | मिर्ची (1) | मिल जाए थे फिल्म (1)
तीर,तीर,TiR,TR,1,14,4,fertilizer_chemical,3,2,1,0.2143,0.1429,1,तीर,core,2,तेरे (1) | तेल (1)
पायनियर,पायनियर,PaYaNiYaR,PYNYR,1,14,2,variety,3,2,2,0.2143,0.1429,1,पायनियर,long_tail,1,नियर (1)
मकइ,मकइ,MaKai,MK,1,14,4,crop,14,2,0,1.0,0.1429,1,मकइ,core,5,मक्का (8) | मकई (3) | मक्खन (1) | मकाई (1) | काहे का (1)
भराईटी,भराईटी,BaRaiTi,BRT,1,14,2,variety,14,5,0,1.0,0.3571,1,भराईटी,long_tail,2,वैरायटी (13) | बहराइच (1)
देते,देते,DeTe,DT,1,14,3,activity_method,3,2,0,0.2143,0.1429,1,देते,core,3,देती (1) | रहते (1) | बता दे (1)
कटिंग,कटिंग,KaTinK,KTK,1,14,3,activity_method,3,3,1,0.2143,0.2143,1,कटिंग,core,2,कटुम (1) | खेती (1)
पकता,पकता,PaKaTa,PKT,1,14,3,growth_stage,2,2,0,0.1429,0.1429,1,पकता,core,2,पक्का (1) | कट रहा है (1)
बकला,बकला,BaKaLa,BKL,1,14,4,crop,3,2,0,0.2143,0.1429,1,बकला,core,3,बाकला (1) | अगला (1) | बाक लगा (1)
प्राइस,प्राइस,PRaiS,PRS,1,14,3,quantity_unit,2,1,0,0.1429,0.0714,1,प्राइस,core,2,फ्राइज (1) | दाम (1)
सीड रेट,सीड रेट,SiDaReT,SDRT,2,14,4,quantity_unit,2,2,0,0.1429,0.1429,1,सीड रेट,core,2,सीटी बजा (1) | सीक्रेट (1)
हो जाता है,हो जाता है,HoJaTaHe,HJTH,3,14,3,other,5,2,0,0.3571,0.1429,1,हो जाता है,phrase,2,नहीं आता (1) | सो जाता हूं (1)
गंध,गंध,KanD,KD,1,14,4,concern,5,4,0,0.3571,0.2857,1,गंध,core,3,गन (2) | गंदा (2) | गंदी (1)
बीस,बीस,BiS,BS,1,14,4,quantity_unit,10,2,0,0.7143,0.1429,1,बीस,core,1,बीज (1)
बिच्चा,बिच्चा,BiCa,BC,1,14,4,other,12,4,1,0.8571,0.2857,1,बिच्चा,core,6,बिछा (4) | बिचा (2) | बच्चा (2) | बीज (1) | वृक्ष (1) | भी चार (1)
पालना,पालना,PaLaNa,PLN,1,14,3,activity_method,2,2,0,0.1429,0.1429,1,पालना,core,2,फोडा जाता है (1) | डाला (1)
बतलाइए,बतलाइए,BaTaLaie,BTL,1,14,3,activity_method,2,1,0,0.1429,0.0714,1,बतलाइए,core,2,चाहिए था (1) | बतलाईए (1)
खास,खास,KaS,KS,1,14,4,concern,13,13,0,0.9286,0.9286,1,खास,core,2,घास (12) | खाद (1)
फ्रेश बीन,फ्रेश बीन,PReSaBiN,PRSBN,2,14,4,crop,14,8,0,1.0,0.5714,1,फ्रेश बीन,core,13,रसबीन (2) | प्रेस स्क्रीन (1) | सोयाबीन (1) | फ्रेंच बीन (1) | बीन्स (1) | प्रसबिन (1) | रस भी मिस (1) | फश बीन (1) | फ्रेश बींस (1) | फरसबीन (1) | फ्रसबीन (1) | रस बीम (1) | खरब बीन (1)
सुरक्षा,सुरक्षा,SuRaKSa,SRKS,1,14,3,activity_method,2,1,1,0.1429,0.0714,1,सुरक्षा,core,1,रक्षा (1)
रखा,रखा,RaKa,RK,1,14,3,activity_method,0,0,0,0.0,0.0,1,रखा,core,0,
बकरियों,बकरियों,BaKaRiYo,BKRY,1,14,4,livestock,2,2,0,0.1429,0.1429,1,बकरियों,core,2,किसानो (1) | बकरा (1)
संतरा,संतरा,SanTaRa,STR,1,14,4,crop,0,0,0,0.0,0.0,1,संतरा,core,0,
जल प्रबंधन,जल प्रबंधन,JaLaPRaBanDaN,JLPRBDN,2,14,3,activity_method,2,1,0,0.1429,0.0714,1,जल प्रबंधन,core,2,जल परिवर्तन (1) | जेल प्रबंधन (1)
सुखना,सुखना,SuKaNa,SKN,1,14,4,concern,8,1,0,0.5714,0.0714,1,सुखना,core,3,सूखना (5) | सुख (1) | सुखाना (1)
चाहिए,चाहिए,CaHie,CH,1,14,3,activity_method,3,1,1,0.2143,0.0714,1,चाहिए,core,1,अच्छी है (1)
बाछी,बाछी,BaCi,BC,1,14,4,livestock,5,3,0,0.3571,0.2143,1,बाछी,core,5,मैं (1) | बाछडी (1) | माशी (1) | बात सी (1) | बच्ची (1)
अभी के समय,अभी के समय,aBiKeSaMaY,BKSMY,3,14,3,other,1,1,0,0.0714,0.0714,1,अभी के समय,phrase,1,हां भाई कसम है (1)
बाद में,बाद में,BaDaMe,BDM,2,14,3,other,1,1,0,0.0714,0.0714,1,बाद में,core,1,बाग में (1)
ज्यादा उत्पादन,ज्यादा उत्पादन,JYaDauTPaDaN,JYDTPDN,2,14,4,quantity_unit,0,0,0,0.0,0.0,1,ज्यादा उत्पादन,core,0,
एथी,एथी,eTi,T,1,14,4,other,12,10,1,0.8571,0.7143,1,एथी,core,9,अति (3) | अति कुछ (1) | इतनी (1) | खेती (1) | अ के थी (1) | अच्छी (1) | एसिड (1) | रहती (1) | एथिक्स (1)
घोल,घोल,KoL,KL,1,14,3,activity_method,1,1,1,0.0714,0.0714,1,घोल,core,0,
खतम,खतम,KaTaM,KTM,1,14,3,activity_method,8,0,0,0.5714,0.0,2,खतम | ख़तम,core,1,खत्म (8)
बोरॉन,बोरोन,BoRoN,BRN,1,14,4,fertilizer_chemical,11,3,2,0.7857,0.2143,2,बोरॉन | बोरोन,core,2,बोरान (2) | बरौन (1)
घन जीवामृत,घन जीवामृत,KaNaJiBaMriT,KNJBMT,2,14,4,fertilizer_chemical,10,0,0,0.7143,0.0,1,घन जीवामृत,core,9,धन जीवामृत (2) | घनजीवा मित्र (1) | धनजीवा अमृत (1) | घन जीवा अमित (1) | घनजीवा अमृत (1) | घन जीवा अमृत (1) | घनजी वा अमृत (1) | गंजीवामृत (1) | धन जीवा अमृत (1)
पकड़े,पकडे,PaKaDe,PKD,1,14,3,activity_method,5,2,0,0.3571,0.1429,2,पकड़े | पकडे,core,2,पक रहे (1) | पर से (1)
केरा,केरा,KeRa,KR,1,14,4,crop,9,4,0,0.6429,0.2857,1,केरा,core,3,केला (3) | खीरा (3) | कीरा (2)
कल्ला,कल्ला,KaLa,KL,1,14,4,growth_stage,3,2,1,0.2143,0.1429,1,कल्ला,core,1,पल्ला (1)
जमने,जमने,JaMaNe,JMN,1,14,3,growth_stage,4,4,1,0.2857,0.2857,1,जमने,core,2,जलने (2) | काम ने (1)
यहां,यहां,YaHa,YH,1,14,2,location,3,1,1,0.2143,0.0714,2,यहां | यहाँ,long_tail,0,
आता,आता,aTa,T,1,14,3,growth_stage,3,3,2,0.2143,0.2143,1,आता,core,0,
होती,होती,HoTi,HT,1,14,3,activity_method,3,1,0,0.2143,0.0714,1,होती,core,2,आती (1) | है (1)
झर रहा,झर रहा,JaRaRaHa,JRRH,2,14,4,concern,6,6,1,0.4286,0.4286,1,झर रहा,core,4,जल रहा (2) | फूल भराव (1) | झड गया (1) | चल रहा (1)
लेढ़िया,लेढिया,LeDiYa,LDY,1,14,4,concern,14,0,0,1.0,0.0,1,लेढ़िया,core,7,लेडिया (7) | लेहडिया (2) | लडिया (1) | लेडियां (1) | लेहिया (1) | लेविया (1) | लढिया (1)
चालू,चालू,CaLu,CL,1,14,3,activity_method,1,1,0,0.0714,0.0714,1,चालू,core,1,मेरा नाम है (1)
धब्बा,धब्बा,DaBa,DB,1,14,4,concern,1,0,0,0.0714,0.0,1,धब्बा,core,1,धब्बे (1)
इख,इख,iK,K,1,14,4,crop,14,9,1,1.0,0.6429,1,इख,core,8,एक (4) | ईख (3) | यह (1) | अंकुर (1) | ठीक (1) | इस (1) | गन्ना (1) | ईसकी (1)
बगवानी,बगवानी,BaKaBaNi,BKBN,1,14,3,activity_method,12,0,0,0.8571,0.0,1,बगवानी,core,2,बागवानी (11) | भगवानी (1)
पुदीना,पुदीना,PuDiNa,PDN,1,14,4,crop,1,1,1,0.0714,0.0714,1,पुदीना,core,0,
पौधो,पौधो,PoDo,PD,1,14,4,crop,14,2,0,1.0,0.1429,1,पौधो,core,4,पौधों (7) | पौधे (4) | आलू (1) | पादप (1)
क्रॉप,क्रोप,KRoP,KRP,1,14,4,crop,2,2,2,0.1429,0.1429,1,क्रॉप,core,0,
जो,जो,Jo,J,1,14,4,crop,4,0,0,0.2857,0.0,1,जो,core,2,जौ (2) | जोकी (1)
पौष्टिक आहार,पौष्टिक आहार,PoSTiKaHaR,PSTKHR,2,13,4,fertilizer_chemical,1,0,0,0.0769,0.0,1,पौष्टिक आहार,core,0,
फफूंदी नाशक,फफूंदी नाशक,PaPunDiNaSaK,PPDNSK,2,13,4,fertilizer_chemical,4,3,0,0.3077,0.2308,1,फफूंदी नाशक,core,3,पुदीना सटका (1) | थकुंद नाशक (1) | कुंडी नाशक (1)
राहर दाल,राहर दाल,RaHaRaDaL,RHRDL,2,13,4,crop,6,0,0,0.4615,0.0,1,राहर दाल,core,2,अरहर दाल (5) | रहर दाल (1)
फार्मर,फार्मर,PaRMaR,PRMR,1,13,2,other,6,4,1,0.4615,0.3077,1,फार्मर,long_tail,3,कोर्नर (2) | आर्मर (1) | फार्मा (1)
पैखाना,पैखाना,PeKaNa,PKN,1,13,4,concern,7,1,0,0.5385,0.0769,1,पैखाना,core,2,पखाना (6) | पेट खाना (1)
कीड़े मकोड़े,कीडे मकोडे,KiDeMaKoDe,KDMKD,2,13,4,concern,1,0,0,0.0769,0.0,1,कीड़े मकोड़े,core,1,कीडे मकोडों (1)
गिर गया,गिर गया,KiRaKaYa,KRKY,2,13,4,concern,1,1,0,0.0769,0.0769,1,गिर गया,core,0,
केसर,केसर,KeSaR,KSR,1,13,4,crop,1,1,0,0.0769,0.0769,1,केसर,core,1,सर (1)
छींटेंगे,छींटेंगे,CinTenKe,CTK,1,13,3,activity_method,12,3,1,0.9231,0.2308,1,छींटेंगे,core,6,छीटेंगे (3) | छिटेंगे (3) | छिडकेंगे (2) | कोचिंग सेटिंग है (1) | छिटने (1) | सेटिंग में (1)
मुर्गियों,मुर्गियों,MuRKiYo,MRKY,1,13,4,livestock,0,0,0,0.0,0.0,1,मुर्गियों,core,0,
नहीं फर रहा,नहीं फर रहा,NaHinPaRaRaHa,NHPRRH,3,13,4,concern,10,2,0,0.7692,0.1538,1,नहीं फर रहा,phrase,6,नहीं भर रहा (4) | नहीं फल रहा (2) | नहीं फरा (1) | नहीं फल रहा है (1) | नहीं खा रहा है (1) | नहीं फरा है (1)
मसाला,मसाला,MaSaLa,MSL,1,13,4,crop,0,0,0,0.0,0.0,1,मसाला,core,0,
झड़ रहे हैं,झड रहे हैं,JaDaRaHeHe,JDRHH,3,13,4,concern,8,0,0,0.6154,0.0,1,झड़ रहे हैं,phrase,2,झर रहे हैं (7) | झर रहे (1)
मिर्जा,मिर्जा,MiRJa,MRJ,1,13,4,crop,13,2,0,1.0,0.1538,1,मिर्जा,core,2,मिर्चा (8) | मिर्ची (2)
कौन सी,कौन सी,KoNaSi,KNS,2,13,3,other,4,2,1,0.3077,0.1538,1,कौन सी,core,3,कौन सीजन में (1) | कौन चीज (1) | कौन सा (1)
सूख रहे,सूख रहे,SuKaRaHe,SKRH,2,13,4,concern,1,0,0,0.0769,0.0,1,सूख रहे,core,1,सूख रहा (1)
टहनी,टहनी,TaHaNi,THN,1,13,3,other,6,4,0,0.4615,0.3077,1,टहनी,core,5,कटनी (1) | पानी (1) | तने (1) | डहनी (1) | तना (1)
सर्दियों,सर्दियों,SaRDiYo,SRDY,1,13,3,other,3,2,0,0.2308,0.1538,1,सर्दियों,core,3,देव (1) | सर दियो (1) | सरदियों (1)
क्या-क्या,क्या-क्या,KYaKYa,KYKY,1,13,3,other,2,2,0,0.1538,0.1538,1,क्या-क्या,core,2,क्या किया (1) | क्या ऐसा (1)
टॉप,टोप,ToP,TP,1,13,2,other,3,2,1,0.2308,0.1538,1,टॉप,long_tail,1,पोट मैं (1)
बुनना,बुनना,BuNaNa,BNN,1,13,3,activity_method,12,5,0,0.9231,0.3846,1,बुनना,core,3,बोना (10) | बोलना (1) | बुआ (1)
सूखना,सूखना,SuKaNa,SKN,1,13,4,concern,2,0,0,0.1538,0.0,1,सूखना,core,1,सुखना (2)
दोमट मिट्टी,दोमट मिट्टी,DoMaTaMiTi,DMTMT,2,13,4,other,1,0,0,0.0769,0.0,1,दोमट मिट्टी,core,1,दो मत मिट्टी (1)
मर रहा,मर रहा,MaRaRaHa,MRRH,2,13,4,concern,3,1,0,0.2308,0.0769,1,मर रहा,core,2,रो रहा है (1) | मोल रहा (1)
लैट्रिन,लैट्रिन,LeTRiN,LTRN,1,13,4,concern,10,4,0,0.7692,0.3077,1,लैट्रिन,core,3,लेट्रिन (6) | लाइटिंग (3) | ट्रेन (1)
चाट रहा है,चाट रहा है,CaTaRaHaHe,CTRHH,3,13,3,concern,2,1,0,0.1538,0.0769,1,चाट रहा है,phrase,2,चटा (1) | चढता है (1)
डीजल,डीजल,DiJaL,DJL,1,13,4,fertilizer_chemical,1,0,0,0.0769,0.0,1,डीजल,core,0,
मार्च महीने,मार्च महीने,MaRCaMaHiNe,MRCMHN,2,13,3,other,2,0,0,0.1538,0.0,1,मार्च महीने,core,1,मार्च महीना (2)
बोनी,बोनी,BoNi,BN,1,13,3,activity_method,1,1,0,0.0769,0.0769,1,बोनी,core,1,होनी (1)
पंद्रह दिन,पंद्रह दिन,PanDRaHaDiN,PDRHDN,2,13,4,quantity_unit,6,0,0,0.4615,0.0,1,पंद्रह दिन,core,1,15 दिन (6)
किकुड़,किकुड,KiKuD,KKD,1,13,4,concern,13,10,1,1.0,0.7692,2,किकुड़ | किकुड,core,10,के कुर (2) | सिकुड (2) | कोर (1) | कर (1) | कि कुर (1) | कुर (1) | कुड (1) | की खुड (1) | की कुड (1) | कुन (1)
